jsonkey_identifier	rdfs:type	schema:name	schema:sameAs	schema:image	sosa:featureOfInterest
1981_8757_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8757_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8757_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8757_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8769_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8769_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8769_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8769_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8775_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8775_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8775_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8775_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8776_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8776_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8776_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8776_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8781_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8781_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8781_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8781_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8782_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8782_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8782_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8782_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8783_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8783_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8783_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8783_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8784_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8784_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8784_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8784_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8790_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8790_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8790_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8790_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8791_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8791_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8791_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8791_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8792_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8792_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8792_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8792_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8793_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8793_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8793_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8793_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8794_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8794_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8794_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8794_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8795_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8795_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8795_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8795_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8797_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8797_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8797_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8797_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8798_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8798_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8798_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8798_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8799_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8799_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8799_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8799_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8801_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8801_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8801_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8801_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8809_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8809_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8809_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8809_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8810_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8810_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8810_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8810_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8811_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8811_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8811_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8811_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8812_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8812_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8812_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8812_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8814_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8814_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8814_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8814_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8815_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8815_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8815_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8815_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8826_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8826_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8826_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8826_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8827_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8827_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8827_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8827_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8828_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8828_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8828_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8828_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8843_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8843_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8843_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8843_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8844_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8844_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8844_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8844_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8845_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8845_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8845_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8845_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8846_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8846_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8846_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8846_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8847_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8847_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8847_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8847_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8850_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8850_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8850_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8850_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8852_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8852_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8852_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8852_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8853_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8853_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8853_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8853_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8854_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8854_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8854_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8854_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8855_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8855_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8855_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8855_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8856_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8856_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8856_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8856_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8857_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8857_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8857_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8857_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8858_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8858_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8858_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8858_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8859_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8859_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8859_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8859_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8862_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8862_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8862_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8862_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8863_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8863_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8863_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8863_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8864_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8864_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8864_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8864_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1981_8865_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8865_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8865_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8865_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8866_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8866_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8866_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8866_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8867_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8867_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8867_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8867_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8868_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8868_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8868_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8868_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8869_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8869_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8869_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8869_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8871_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8871_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8871_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8871_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8872_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8872_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8872_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8872_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8873_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8873_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8873_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8873_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8874_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8874_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8874_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8874_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8875_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8875_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8875_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8875_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8876_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8876_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8876_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8876_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8877_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8877_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8877_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8877_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8878_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8878_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8878_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8878_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8879_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8879_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8879_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8879_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8881_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8881_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8881_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8881_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1981_8882_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1981_8882_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8882_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1981_8882_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
