"jsonkey_statid"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"
"1978_22951_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22952_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22953_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22954_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22955_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22956_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22957_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22960_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22961_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22962_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22963_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22964_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22966_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22967_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22968_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22969_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22970_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22971_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22972_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22973_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22974_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22975_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22976_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22977_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22978_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22979_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22980_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22981_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22982_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23008_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22983_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22984_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22985_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22986_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22987_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22988_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22989_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22990_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22991_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22992_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22993_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22994_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22995_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22996_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22997_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22998_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_22999_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23393_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23000_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23001_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23002_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23003_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23004_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23005_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23006_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23007_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23009_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23010_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23011_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23012_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23013_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23014_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23015_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23016_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23017_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23018_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23019_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23020_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23021_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23022_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23023_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23024_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23025_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23026_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23027_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23028_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23029_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23030_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23031_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23032_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23033_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23034_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23035_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23036_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23037_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23038_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23039_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23040_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23041_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23042_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23043_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23044_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23045_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23046_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23047_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23048_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23049_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23050_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23051_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23052_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23053_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23054_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23055_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23056_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23057_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23058_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23059_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23060_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23061_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23062_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23063_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23064_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23065_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23066_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23077_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23079_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23081_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23083_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23084_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23085_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23086_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23087_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23088_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23089_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23090_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23091_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23092_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23093_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23094_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23095_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23236_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23096_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23097_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23098_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23099_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23100_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23102_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23078_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23104_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23106_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23107_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23108_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23109_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23110_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23111_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23112_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23113_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23114_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23115_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23116_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23117_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23118_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23119_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23120_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23237_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23121_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23122_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23123_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23124_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23125_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23126_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23127_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23128_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23129_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23130_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23131_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23132_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23133_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23134_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23135_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23136_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23137_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23138_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23139_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23140_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23141_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23143_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23144_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23145_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23146_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23147_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23148_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23149_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23150_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23151_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23152_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23153_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23154_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23155_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23156_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23157_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23158_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23159_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23160_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23161_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23162_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23163_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23164_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23165_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23166_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23167_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23168_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23169_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23170_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23171_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23172_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23173_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23174_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23175_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23176_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23177_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23178_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23425_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23179_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23180_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23181_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23182_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23183_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23184_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23185_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23186_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23187_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23188_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23189_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23190_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23191_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23192_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23193_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23194_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23238_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23195_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23196_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23197_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23198_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23199_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23200_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23201_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23202_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23203_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23204_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23205_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23206_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23207_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23208_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23209_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23210_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23211_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23212_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23213_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23217_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23218_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23219_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23220_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23221_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23222_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23239_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23240_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23241_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23243_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23244_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23245_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23246_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23247_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23248_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23249_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23250_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23251_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23252_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23253_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23254_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23255_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23256_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23257_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23258_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23261_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23262_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23263_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23265_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23266_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23267_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23268_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23269_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23270_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23271_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23272_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23273_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23274_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23275_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23276_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23277_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23278_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23279_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23280_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23281_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23282_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23283_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23284_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23285_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23286_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23287_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23288_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23289_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23290_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23291_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23292_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23293_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23294_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23295_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23296_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23297_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23299_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23300_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23301_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23302_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23303_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23304_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23305_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23306_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23307_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23308_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23309_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23310_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23311_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23312_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23313_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23314_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23315_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23316_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23317_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23318_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23319_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23320_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23321_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23322_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23323_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23324_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23325_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23326_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23327_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23328_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23329_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23330_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23331_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23332_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23333_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23334_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23335_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23336_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23337_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23338_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23339_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23340_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23341_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23342_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23343_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23344_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23345_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23346_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23347_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23348_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23349_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23350_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23351_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23352_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23353_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23354_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1978_23355_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
