jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo
TX_MAJ_42	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=42	1120874_LOCAL STREETS	This is route ID 1120874 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_43	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=43	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_44	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=44	1128326_LOCAL STREETS	This is route ID 1128326 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_45	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=45	1128138_LOCAL STREETS	This is route ID 1128138 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_46	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=46	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_47	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=47	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_48	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=48	1126430_LOCAL STREETS	This is route ID 1126430 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_49	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=49	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_50	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=50	1120947_LOCAL STREETS	This is route ID 1120947 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_51	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=51	1120948_LOCAL STREETS	This is route ID 1120948 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_52	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=52	1130282_LOCAL STREETS	This is route ID 1130282 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_53	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=53	1130283_LOCAL STREETS	This is route ID 1130283 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_54	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=54	1120950_LOCAL STREETS	This is route ID 1120950 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_55	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=55	1130284_LOCAL STREETS	This is route ID 1130284 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_56	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=56	1126430_LOCAL STREETS	This is route ID 1126430 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_57	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=57	1263090_LOCAL STREETS	This is route ID 1263090 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_58	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=58	1130284_LOCAL STREETS	This is route ID 1130284 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_59	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=59	1128281_LOCAL STREETS	This is route ID 1128281 with Monitor status	Floodcast_Dewberry	NA	NA
